concept_id,en_abbrev,en_full,korean,domain,short,related
수분전이제어,,Moisture Migration Control,수분 전이 제어,바이오,"식품이나 원물 재료를 냉동 및 해동할 때, 식품 내부에 갇혀 있던 수분 얼음 알갱이가 밖으로 새어 나오거나 특정 부위로 이동해 얼어붙어 세포 조직을 파괴하는 현상을 화학적·물리적 표면 코팅 기술로 막아주는 안정화 관리 기술입니다. 원물의 맛과 신선도를 일정하게 지켜줍니다. 냉동 보관 원료를 해동하더라도 갓 수확한 원물 제품과 동일한 식감과 영양 물성을 유지하는 기술에 적용됩니다.",
수소-연료전지,,Hydrogen Fuel Cell,수소 연료전지,에너지,"공급받은 수소 가스와 공기 중 산소의 가밀 화학 반응을 유도하여, 대기 오염 물질 배출 없이 물과 친환경 전기 에너지를 동시에 생산해내는 친환경 전력 발전 시스템 장치입니다. 엔진의 연소 과정이 없어 효율이 매우 높습니다. 친환경 전기 추진 전원 장치 기술의 핵심으로, 가혹한 해상 진동 환경 속에서도 전력 안전성을 유지해야 하는 대형 친환경 수소 선박의 전기 추진 모터 설계에 핵심으로 쓰입니다.",수전해
수소환원철,,Hydrogen Reduced Iron,수소 환원철,소재,"철광석에서 철 성분만 분리해내기 위해 연소 유연탄 코크스를 사용하는 기존 고로 방식 대신, 탄소가 없는 친환경 수소 가스를 환원제로 투입하여 화학 반응 결과물로 온실가스 대신 물(수증기)만 배출하며 뽑아낸 친환경 철강 자원 소재입니다. 탄소 중립 철강의 필수 핵심 원료입니다. 화석연료 배출량을 획기적으로 낮춘 친환경 전기로 제강 공정 공정에 투입되는 고기능성 철강 원재료로 활용됩니다.",수소-연료전지
수요반응,DR,Demand Response,수요 반응,에너지,"전력 부족 비상 상황 시 발전소를 추가로 가동하는 대신, 전기를 쓰는 소비자가 전력 관리 기관의 요청에 따라 자율적 또는 시스템 제어로 전기 사용량을 일시 줄임으로써 전력망의 예비력을 확보하는 지능형 전력 관리 소프트웨어 기술입니다. 전력 소비를 줄인 만큼 인센티브 보상을 받습니다. 친환경 에너지 저장 시스템 관리 소프트웨어나 스마트그리드 전력 제어 인프라에 핵심으로 탑재됩니다.",에너지관리시스템;스마트그리드
수전해,,Water Electrolysis,수전해 공정(물 전기분해),수소,"온실가스 배출 배출을 동반하는 기존 화석연료 개질 방식 방식과 달리, 순수한 물에 전기 에너지를 가해 화학적으로 분해함으로써 온실가스 없이 고순도 청정 수소 가스를 대량으로 뽑아내는 친환경 수소 생산 기술입니다. 물을 분해해 수소를 얻는 원리입니다. 재생에너지 발전단지나 원전 전력망에서 버려지는 미활용 잉여 전기를 활용하여 수소 연료 전용 핵심 스택 부품 및 수소 공급 시스템을 생산하는 기술이 핵심입니다.",수소-연료전지
수지,,Resin,합성수지(플라스틱 원료 수지),소재,"반도체나 전자기판 제조에 쓰이는 특수 화학 플라스틱 및 유기 고분자 젤 상태의 기초 소재 물질 물질을 통칭하는 용어입니다. 열을 받거나 빛을 받으면 굳어지며 우수한 구조 차단 벽을 형성하는 고유 성질이 있습니다. 반도체 원판 기판 위에 빛으로 회로 무늬를 인쇄하는 리소그래피 노광 공정에서, 내열성과 전기 절연성을 좌우하는 고성능 포토레지스트 액체 감광액 핵심 수지 원료 물질로 사용됩니다.",섬유고분자
수직다관절로봇,,Vertical Articulated Robot,수직 다관절 로봇,로봇,인간의 팔과 관절 구조 구조를 수직 형태로 결합 설계하여 인간의 손 움직임 범위를 완벽하게 재현할 수 있도록 만든 6축 이상의 고성능 산업용 제조 로봇 장치입니다. 입체적인 작업 각도를 자유롭게 구현하는 것이 특징입니다. 자동차나 조선 중공업 공장 라인 내에서 고온 불꽃이 튀는 위험한 가마 용접 공정을 자율 수행하고 품질 관리용 센서 장치와 연동해 조립하는 기술에 활용됩니다.,성형
순산소연소,Oxy-Fuel Combustion,Oxy-Fuel Combustion,순산소 연소 기술,에너지,일반 공기(질소 포함) 대신 오염 물질 가스 가스가 섞이지 않은 99% 이상의 고순도 산소 가스만을 주입하여 가마 미분탄 등 화석연료를 연소시키는 친환경 저탄소 발전 기술입니다. 연소 후 배기가스에 질소 화합물이 없고 이산화탄소와 수증기만 남아 탄소 포집이 매우 쉬운 강점이 있습니다. 매체 순환 순소 공정이나 세라믹 금속 복합 분리막 등 산소 대량 제조 부품 장비 기술과 결합하여 다루어집니다.,세라믹-메탈-복합분리막
숫돌,,Grinding Wheel,연삭 숫돌(회전 연삭 디스크),장비,"단단한 사파이어, 세라믹 또는 인공 다이아몬드 미세 알갱이 가루를 특수 결합제 소재로 고정하여 둥근 원판 형태로 단단하게 성형해 만든 고속 회전 연삭 가공 도구 부품입니다. 고속으로 회전하며 금속이나 사파이어 표면을 미세하게 갈아냅니다. 스마트폰 보호 커버 유리나 미세 사파이어 기판 표면을 치수 오차 없이 복잡하고 매끄러운 원통 기하 형상으로 깎아내는 정밀 가공기 기계 장비 설계 기술에 필수 장착됩니다.",성형
슈퍼프로세서,,Super Processor,초고속 슈퍼 프로세서,반도체,"인간의 뇌와 유사한 복잡한 인식과 판단을 수행하는 인공신경망 연산을 처리하기 위해 설계된 초고속·저전력 컴퓨터 반도체 칩입니다. 대규모 데이터를 지연 없이 실시간으로 계산하는 능력이 탁월하며, 지능형 자율주행 드론, 고성능 로봇, 인공지능 기반의 복잡한 시스템을 구동하는 핵심 두뇌로 쓰입니다.",
스마트그리드,,Smart Grid,스마트그리드(지능형 전력망),에너지,"기존 전력 공급 공급망 인프라에 정보통신(IT) 신호 제어 기술을 융합하여, 전력 공급자와 소비자가 실시간 전력 정보를 양방향으로 주고받음으로써 전력 전송 효율을 극대화하는 지능형 차세대 전력망 시스템입니다. 전력 낭비를 실시간 조율해 줍니다. 전기차 고속 초급속 충전소 전력 관리나 태양광·풍력 발전기 단지의 유동적인 송전 선로 전력 전압 제어 관리 반도체 소자 칩 설계 기술에 폭넓게 연동됩니다.",수요반응;에너지관리시스템
스위치,,Switch,네트워크 교환 스위치 장비,통신,"하나의 한정된 통신 통신망 내부망 구역에 연결된 여러 대의 컴퓨터, 기지국 단말기들 사이에서 무선 데이터 패킷의 유입과 유출 경로를 서로 확인하고 데이터를 혼선 없이 1대1로 정확하게 전달 교환해주는 지능형 근거리 통신 중계 네트워크 장비입니다. 데이터망의 분산 중계 허브 역할을 수행합니다. 초고속 데이터 대량 전송이 필수적인 5G 코어 네트워크망의 관문 게이트웨이 및 라우터 장비와 연동되어 사용됩니다.",
스카이빙,,Skiving,스카이빙(고속 기어 깎기 공법),장비,"회전하는 공작물 금속 표면에 경사진 형태로 특수 절삭 도구 칼날을 맞물려 고속으로 동시 회전시키며, 금속 부품의 안쪽과 바깥쪽에 정밀한 기어 이빨 무늬를 파고 깎아내는 최고급 공작기계 절삭 가공 공법 기술입니다. 기어 가공 속도를 기존 방식 대비 수 배 이상 높여줍니다. 친환경 자동차 변속기나 로봇 정밀 감속기 등에 쓰이는 최고 신뢰성 등급의 기어 제품을 고속 가공 제조하는 첨단 공작기계 설계에 쓰입니다.",성형
스크랩,,Steel Scrap,철스크랩(재활용 고철),소재,"철강 제품의 기계 가공 과정 가공 과정에서 발생한 부스러기나 건축 철거 현장, 폐자동차 등에서 수거한 재활용 가능한 고순도 고철 원재료 자원입니다. 철광석 원재료를 녹여 강철을 생산할 때보다 이산화탄소 온실가스 배출량을 획기적으로 줄여주는 청정 자원입니다. 탄소 중립 제강 공정을 구현하기 위해 상저취 전로 가마 내부에 고철 원료 투입량을 높여 녹이는 복합 취련 기술 공정에 대량 다루어집니다.",수소환원철
스크리닝,,Screening,스크리닝,바이오,"수많은 물질이나 유전자 후보군 중에서 우리가 목표로 하는 특정한 효능을 가졌거나 질병 방어 효과가 있는 성분만을 정밀하게 찾아내어 걸러내는 과정입니다. 신약이나 백신 개발의 초기 단계에서 유용한 방어 항원을 선별할 때 사용되며, 연구 기간을 줄이고 성공 확률을 높이는 매우 중요한 기법입니다.",
스택,,Stack,흐름전지 스택,배터리,"대용량 신재생에너지 저장 장치에 쓰이는 흐름 전지(Flow Battery) 내부에서, 원하는 목표 전압과 출력을 도출하기 위해 전류를 발생시키는 개별 전지 셀 조각들을 직렬로 차곡차곡 높게 쌓아 올려 묶어 놓은 전지 핵심 구동 본체 엔진 장치입니다. 배터리의 심장 역할을 담당합니다. 액체 전해질 순환 통로와 이온 교환 분리막(멤브레인), 저가 분리판 부품을 안전하게 압착 결합하여 전지 스택 장치 자체를 설계하는 제조 기술입니다.",스택-2
스택-2,,Stack,연료전지 스택,에너지,"친환경 청정 연료전지 발전 장치 내부에서, 일반적인 개별 전지 셀 한 장에서 나오는 낮은 전압 한계를 극복하고 수백 킬로와트 이상의 고출력 거대 전기를 얻기 위해 세라믹 셀과 가스 분리판을 교대로 수백 층씩 수직으로 쌓아 올려 일체화한 연료전지 엔진 핵심 본체입니다. 친환경 수소 발전의 핵심 구조입니다. 고온을 견디는 세라믹 지지형 셀과 부품을 결합해 대량의 발전 효율 50%를 보장하는 전력 발전 시스템 설계 제조 기술입니다.",스택
스택-3,,Fuel Cell Stack,연료전지 스택,수소,"수소와 산소의 반응으로 전기를 만드는 기본 단위인 셀을 시루떡처럼 수십, 수백 장씩 수직으로 쌓아 올린 연료전지 핵심 장치입니다. 원하는 만큼의 큰 전력을 얻기 위해 고안된 결합체이며, 수소차의 엔진 역할을 담당하여 차량 구동에 필요한 고밀도 전기에너지를 효율적으로 공급하는 역할을 합니다.",
스터러링용-타겟,,Sputtering Target,스퍼터링용 타겟,반도체,"반도체 기판 위에 아주 얇은 금속막이나 절연막을 입힐 때, 표면에 입혀질 원료가 되는 고체 상태의 공급 재료 원판입니다. 강한 이온을 이 원판에 부딪혀 튕겨 나온 원자들이 기판에 가라앉아 얇은 막을 형성하게 되며, 반도체 회로 인쇄의 필름 역할을 하는 블랭크마스크의 핵심 도금 소재로 쓰입니다.",블랭크마스크
스텐트,,Stent,생분해성 스텐트(의료용 인공 혈관 확장망),바이오,사고나 질병으로 좁아지거나 막힌 신체 내 장기나 혈관의 벽 통로를 밖에서 넓혀주어 혈액 순환을 정상화하도록 혈관 내부에 장착하는 가느다란 그물망 대롱 형태의 의료용 삽입 부품 소재입니다. 치료 시술 후 일정 기간이 지나 임무를 마치면 신체 세포 내에서 부작용 없이 스스로 녹아 안전하게 사라지는 생분해성 고강도 섬유 고분자 및 금속 합금 가공 기술이 적용되는 첨단 의료 바이오 분야입니다.,섬유고분자
습식-플라즈마,,Wet Plasma,습식 플라즈마,환경,"공기 가스 가스에 강력한 전기 전력을 걸어 기체가 전자와 이온으로 분리된 번개 상태(플라즈마)를 유도할 수 있도록 하되, 내부에 미세한 수분 물안개를 함께 공급하여 가스 분해 효율을 극대화하는 친환경 무필터 공기 정화 가공 기술입니다. 미세 오염 가스를 물방울에 용해 결합시켜 제거합니다. 공장 굴뚝이나 대형 가스 배출구 경로에서 세라믹 필터 없이도 수 0.3마이크로미터 이하 초미세먼지를 수분과 자동 구별해 분해 정화하는 설비 기술입니다.",
시그널-서비스가이드-서버,,Signal/Service Guide Server,방송 신호 및 가이드 관리 서버,방송,"디지털 초고화질 UHD 방송 스트리밍 인프라 내에서, 시청자 단말기 TV 화면 화면으로 채널 편성 정보, 양방향 스마트 서비스 부가 제어 신호 소스 데이터를 끊김 없이 전달하고 실시간 방송 전송 경로를 안전하게 지휘 통제해주는 지능형 방송 송출 시스템 관리 서버 시스템입니다. 방송국 송출망의 메인 컨트롤러 역할을 수행합니다. 데이터 압축용 서비스가이드 인코더 기기 및 통합 전송 모니터링 모듈과 한 세트로 결합되어 운영되는 통신 기술 분야입니다.",시그널-인코더
